reaction_id,reaction_name,reaction_reaction,flux
2AGPEAT120,2-acyl-glycerophospho-ethanolamine acyltransferase (n-C12:0),2agpe120_c + atp_c + ddca_c --> amp_c + pe120_c + ppi_c,-3.438289998761051e-12
2AGPEAT141,2-acyl-glycerophospho-ethanolamine acyltransferase (n-C14:1),2agpe141_c + atp_c + ttdcea_c --> amp_c + pe141_c + ppi_c,-3.259152397491483e-12
2AGPEAT160,2-acyl-glycerophospho-ethanolamine acyltransferase (n-C16:0),2agpe160_c + atp_c + hdca_c --> amp_c + pe160_c + ppi_c,-6.179054398250651e-12
2AGPEAT161,2-acyl-glycerophospho-ethanolamine acyltransferase (n-C16:1),2agpe161_c + atp_c + hdcea_c --> amp_c + pe161_c + ppi_c,-3.2032875779881257e-12
2AGPEAT180,2-acyl-glycerophospho-ethanolamine acyltransferase (n-C18:0),2agpe180_c + atp_c + ocdca_c --> amp_c + pe180_c + ppi_c,-5.539385868482911e-12
2AGPEAT181,2-acyl-glycerophospho-ethanolamine acyltransferase (n-C18:1),2agpe181_c + atp_c + ocdcea_c --> amp_c + pe181_c + ppi_c,-3.0745034118155475e-12
2AGPG120tipp,2-Acyl-sn-glycero-3-phosphoglycerol (n-C12:0) transporter via facilitated diffusion (periplasm),2agpg120_p --> 2agpg120_c,-3.530440791999428e-12
2AGPG140tipp,2-Acyl-sn-glycero-3-phosphoglycerol (n-C14:0) transporter via facilitated diffusion (periplasm),2agpg140_p --> 2agpg140_c,-5.171519443324391e-12
2AGPG141tipp,2-Acyl-sn-glycero-3-phosphoglycerol (n-C14:1) transporter via facilitated diffusion (periplasm),2agpg141_p --> 2agpg141_c,-3.481052328205275e-12
2AGPG160tipp,2-Acyl-sn-glycero-3-phosphoglycerol (n-C16:0) transporter via facilitated diffusion (periplasm),2agpg160_p --> 2agpg160_c,-7.375719609619066e-13
2AGPG161tipp,2-Acyl-sn-glycero-3-phosphoglycerol (n-C16:1) transporter via facilitated diffusion (periplasm),2agpg161_p --> 2agpg161_c,-3.5921730501216543e-12
2AGPG180tipp,2-Acyl-sn-glycero-3-phosphoglycerol (n-C18:0) transporter via facilitated diffusion (periplasm),2agpg180_p --> 2agpg180_c,-3.435337016463791e-12
2AGPG181tipp,2-Acyl-sn-glycero-3-phosphoglycerol (n-C18:1) transporter via facilitated diffusion (periplasm),2agpg181_p --> 2agpg181_c,-2.5186487016351778e-12
2AGPGAT120,2-acyl-glycerophospho-glycerol acyltransferase (n-C12:0),2agpg120_c + atp_c + ddca_c --> amp_c + pg120_c + ppi_c,-3.5930377598986552e-12
2AGPGAT140,2-acyl-glycerophospho-glycerol acyltransferase (n-C14:0),2agpg140_c + atp_c + ttdca_c --> amp_c + pg140_c + ppi_c,-5.171516922018949e-12
2AGPGAT141,2-acyl-glycerophospho-glycerol acyltransferase (n-C14:1),2agpg141_c + atp_c + ttdcea_c --> amp_c + pg141_c + ppi_c,-3.4868806821988355e-12
2AGPGAT160,2-acyl-glycerophospho-glycerol acyltransferase (n-C16:0),2agpg160_c + atp_c + hdca_c --> amp_c + pg160_c + ppi_c,-2.6925591906029753e-12
2AGPGAT161,2-acyl-glycerophospho-glycerol acyltransferase (n-C16:1),2agpg161_c + atp_c + hdcea_c --> amp_c + pg161_c + ppi_c,-3.600311933683759e-12
2AGPGAT180,2-acyl-glycerophospho-glycerol acyltransferase (n-C18:0),2agpg180_c + atp_c + ocdca_c --> amp_c + pg180_c + ppi_c,-3.4820279849177226e-12
2AGPGAT181,2-acyl-glycerophospho-glycerol acyltransferase (n-C18:1),2agpg181_c + atp_c + ocdcea_c --> amp_c + pg181_c + ppi_c,-3.236880865858366e-12
2DDARAA,2-dehydro-3-deoxy-D-arabinonate Aldolase,2ddara_c <=> gcald_c + pyr_c,1.3823577699190182e-18
2DGULRx,2-dehydro-L-gulonate reductase (NADH),2dhguln_c + h_c + nadh_c --> idon__L_c + nad_c,7.877847287132483e-12
2DHGLCK,Dehydrogluconokinase,2dhglcn_c + atp_c + 2.0 h_c --> 6p2dhglcn_c + adp_c,8.595339093751761e-14
2DHGLCNkt_tpp,2 ketogluconate transporter,2dhglcn_p + h_p --> 2dhglcn_c + h_c,8.594899149894433e-14
2DHGLCNtex,Ketogluconate transport via diffusion  extracellular to periplasm ,2dhglcn_e <=> 2dhglcn_p,7.772648416032137e-12
2HH24DDH,2hh24dd hydratase,2hh24dd_c + h2o_c --> 4h2kpi_c,4.165524804990647e-12
2HH24DDH1,2hh24dd hydratase,2hh24dd_c + h2o_c --> 24dhhed_c,2.9047707041434413e-12
2INSD,2-Inosose dehydratase,2ins_c --> dkdi_c + h2o_c,-2.589766248760415e-12
2PGLYCt6,2 Phosphoglycolate transport inout via proton symport,2pglyc_e + h_e <=> 2pglyc_c + h_c,-6.6455448909652696e-12
34DHPACDO,3 4 dihydroxyphenylacetate 2 3 dioxygenase,34dhpacet_c + o2_c --> 5cmhmsa_c + h_c,5.8761131569749835e-12
34HPPOR,4 Hydroxyphenylpyruvateoxygen oxidoreductase,34hpp_c + o2_c --> co2_c + hgentis_c,-6.375629765786505e-13
34dhpactex,Dihydroxyphenylacetaldehyde transport via diffusion (extracellular to periplasm),34dhpac_e <=> 34dhpac_p,-1.2555617520385633e-13
3AMACHYD,3-aminoacrylate hydrolase,3amac_c + h2o_c + h_c --> msa_c + nh4_c,3.3992006331768543e-12
3HBCOAHL,3-hydroxyisobutyryl-CoA hydrolase,3hibutcoa_c + h2o_c --> 3hmp_c + coa_c + h_c,1.274154367816988e-12
3HCINNMH,3-hydroxycinnamate hydroxylase,3hcinnm_c + h_c + nadh_c + o2_c --> dhcinnm_c + h2o_c + nad_c,2.468685738999506e-12
3HPPPNH,3-(3-hydroxy-phenyl)propionate hydroxylase,3hpppn_c + h_c + nadh_c + o2_c --> dhpppn_c + h2o_c + nad_c,-2.0209157838342896e-12
3HPTNCOAR,3R 3 Hydroxypentanoyl CoA reductase,3hptcoa_c + nadp_c --> 3oxptcoa_c + h_c + nadph_c,0.0009591946356615019
3HSA,MNXR19078,9ohadd_c --> 3hsa_c,-1.643171434664274e-17
3M2OPLOXRD,3-Methyl-2-oxopentanoate:lipoamide oxidoreductase(decarboxylating and acceptor-2-methylpropanoylating),3mop_c + h_c + lpam_c --> 2mbdhl_c + co2_c,2.823270975299091e-11
3MBt2pp,H+/Isovalerate symport (periplasm),3mb_p + h_p --> 3mb_c + h_c,-1.6532292122773244e-12
3MBt4pp,Na+/Isovalerate symport (periplasm),3mb_p + na1_p --> 3mb_c + na1_c,5.893231042073962e-12
3MBtex,3-methylbutanoic acid transport via diffusion (extracellular to periplasm),3mb_e <=> 3mb_p,4.240000579398637e-12
3OADPCOAT,3-oxoadipate CoA-transferase,3oxoadp_c + succoa_c --> oxadpcoa_c + succ_c,0.021599685666761764
3OXCOAT,3-oxoadipyl-CoA thiolase,coa_c + oxadpcoa_c --> accoa_c + succoa_c,0.021599685675821552
3PEPTabcpp,Tripeptide (LalaDgluMdap) transport via ABC system (periplasm),LalaDgluMdap_p + atp_c + h2o_c --> LalaDgluMdap_c + adp_c + h_c + pi_c,1.5819658631634283e-12
3PEPTtex,LalaDgluMdap (tripeptide) transport via diffusion (extracellular to periplasm),LalaDgluMdap_e <=> LalaDgluMdap_p,7.956688597189756e-12
3SALATAi,3-sulfino-alanine transaminase (irreversible),3sala_c + akg_c + h_c <=> 3snpyr_c + glu__L_c,-3.750985988430568e-05
3_4DHBZ1t_pp,"3,4DHBZ1t LPAREN pp RPAREN ",34dhbz_p + h_p --> 34dhbz_c + h_c,1.4747517487277277e-12
3_4DHBZt2,Protocatechuate outher membrane transport,34dhbz_e <=> 34dhbz_p,1.47475509233836e-12
42A12BOOXpp,"4-(2-Aminoethyl)-1,2-benzenediol:oxygen oxidoreductase(deaminating)(flavin-containing)",dopa_p + h2o_p + o2_p --> 34dhpac_p + h2o2_p + nh4_p,1.2555301421277003e-13
4ABUTD,4-Aminobutyraldehyde:NAD+ oxidoreductase,4abutn_c + h2o_c + nadp_c <=> 4abut_c + 2.0 h_c + nadph_c,-0.0014848807132622922
4ABUTabcpp,GABA transport via ABC system  periplasm ,4abut_p + atp_c + h2o_c --> 4abut_c + adp_c + h_c + pi_c,-7.014448651790733e-12
4ABZGLUH,P-aminobenzoyl-glutamate hydrolase,4abzglu_c + h2o_c <=> 4abz_c + glu__L_c,5.33862190565948e-12
4ABZGLUtex,P-aminobenzoyl glutamate transport via diffusion (extracellular to periplasm),4abzglu_e <=> 4abzglu_p,5.338620406305284e-12
4ABZGLUtr,P-aminobenzoyl glutamate:H+ symporter,4abzglu_p + h_p --> 4abzglu_c + h_c,5.338620055307476e-12
4CMLCL_kt,4-CARBOXYMUCONOLACTONE-DECARBOXYLASE-RXN,4cml_c + h_c --> 5odhf2a_c + co2_c,-2.7250833679173798e-12
4H2KPILY,4h2kpi Lyase,4h2kpi_c --> pyr_c + sucsal_c,4.165526267057037e-12
4HALDD,Aldehyde dehydrogenase  4 hydroxyphenylacetaldehyde  NAD ,4hoxpacd_c + h2o_c + nad_c <=> 4hphac_c + 2.0 h_c + nadh_c,4.098208859944219e-12
4HBADH,4 hydroxy benzyl alcohol dehydrogenase,4hba_c + nad_c <=> 4hbald_c + h_c + nadh_c,-1.2562949645417776e-11
4HBAt,MNXR68734,4hba_e <=> 4hba_c,-5.2860655528435115e-12
4HBCOAH,4-hydroxybutanoyl-CoA dehydratase,4hbutcoa_c --> h2o_c + vaccoa_c,-4.509127218357809e-12
4HBHYOX,4 hydroxybenzoate NADPHoxygen oxidoreductase  3 hydroxylating ,4hbz_c + h_c + nadph_c + o2_c --> 34dhbz_c + h2o_c + nadp_c,-7.0107995868567775e-12
4HBZtex,4-Hydroxybenzoate transport (extracellular),4hbz_e <=> 4hbz_p,5.3008749685789675e-12
4HOXPACMOF,4 hydroxyphenylacetate 3 monooxygenase FADH2,4hphac_c + fadh2_c + o2_c --> 34dhpha_c + fad_c + h2o_c,4.509402898730307e-12
4HOXPACMOF_1,4 hydroxyphenylacetate 3 monooxygenase FADH2,4hoxpac_c + fadh2_c + o2_c --> 34dhpacet_c + fad_c + h2o_c,5.703095331988912e-12
4HOXPACMON,4 hydroxyphenylacetate 3 monooxygenase nadh,4hoxpac_c + h_c + nadh_c + o2_c --> 34dhpacet_c + h2o_c + nad_c,1.7300574360683177e-13
4HOXPACt2pp_1,4 hydroxyphenylacetate transport in via proton symport periplasm ,4hoxpac_p + h_p --> 4hoxpac_c + h_c,5.876112317325401e-12
4HPRO_LT_Et,Trans-4-Hydroxy-L-proline transport (transport mechanism unknown - evidence from biolog data),4hpro_LT_e <=> 4hpro_LT_c,3.5324253635357823e-12
4HPTNCOAK,4 Hydroxypentanoyl CoA kinase,4hptcoa_c + atp_c --> 4poptcoa_c + adp_c + h_c,-2.927440401697693e-12
4HPTNCOAL,4 Hydroxypentanoate CoA ligase,4hptn_c + atp_c + coa_c --> 4hptcoa_c + amp_c + ppi_c,-4.002915293065049e-12
4HPTNtex,4 Hydroxypentanoate transport via diffusion,4hptn_e <=> 4hptn_p,-4.002923237231057e-12
4HPTNtpp,4 Hydroxypentanoate transport via Na symport,4hptn_p + na1_p --> 4hptn_c + na1_c,-4.002920927478071e-12
4OXPTCOADHx,4 Oxopentanoyl CoA 4 dehydrogenase (NAD),4oxptcoa_c + h_c + nadh_c --> 4hptcoa_c + nad_c,6.72847008150917e-13
4OXPTCOADHy,4 Oxopentanoyl CoA 4 dehydrogenase (NADP),4oxptcoa_c + h_c + nadph_c --> 4hptcoa_c + nadp_c,4.026091632550213e-13
4OXPTNtex,4 Oxopentanoate transport via diffusion,4oxptn_e <=> 4oxptn_p,1.0754758648917409e-12
4OXPTNtpp,4 Oxopentanoate transport via Na symport,4oxptn_p + na1_p --> 4oxptn_c + na1_c,1.075463867150172e-12
4PCPpp,"Tetrapeptide L,D-carboxypeptidase (periplasm)",LalaDgluMdapDala_p + h2o_p --> LalaDgluMdap_p + ala__D_p,-1.7602548463746353e-12
4PEPTabcpp,Tetrapeptide (LalaDgluMdapDala) transport via ABC system (periplasm),LalaDgluMdapDala_p + atp_c + h2o_c --> LalaDgluMdapDala_c + adp_c + h_c + pi_c,-1.883244034160137e-12
4POPCOAM,4 (Phosphooxy pentanoyl CoA mutase,4poptcoa_c --> 3ptcoa_c + pi_c,-2.9274398714728678e-12
4POPCOAM2,4 (Phosphooxy pentanoyl CoA mutase,3ptcoa_c <=> 2ptcoa_c,-2.9274677300350493e-12
4POPCOAM3,4 (Phosphooxy pentanoyl CoA mutase,2ptcoa_c + h2o_c --> 3hptcoa_c,-2.9274485152373482e-12
4hoxpactex,4 hydroxyphenylacetate transport via diffusion extracellular to periplasm ,4hoxpac_e <=> 4hoxpac_p,5.876112357365717e-12
5DGLCNR,5-dehydro-D-gluconate reductase,5dglcn_c + h_c + nadph_c --> glcn_c + nadp_c,3.196004407034627e-10
5DH4DGLCD,5 dehydro 4 deoxyglucarate dehydratase   decarboxylating ,5dh4dglc_c + h_c --> 25dop_c + co2_c + h2o_c,-5.467348751727756e-12
5DKGR,5-keto-D-gluconate 5-reductase,glcn_c + nad_c <=> 5dglcn_c + h_c + nadh_c,3.1172258737222503e-10
5DOAN,5'-deoxyadenosine nuclosidase,dad_5_c + h2o_c --> 5drib_c + ade_c,-6.863366480296382e-12
6HNACMO,6 hydroxynicotinic acid monooxygenase,6hnac_c + 2.0 h_c + nadh_c + o2_c --> co2_c + dhpyr_c + h2o_c + nad_c,-6.305635543714477e-12
A24T,,a24op_c + coa_c --> accoa_c + ala__D_c,3.8632455357504726e-12
A4HBCT,,accoa_c + h4but_c --> 4hbutcoa_c + ac_c + h_c,-4.509135199359801e-12
AAAN,,acald_c + accoa_c + h_c + nadh_c <=> actn__S_c + coa_c + nad_c,-4.5198727031091346e-13
AABTN,4 acetamidobutyrate deacetylase,4aabutn_c + h2o_c --> 4abut_c + ac_c,-4.0932661451031245e-12
AACLAM,Acetyl adenylate CoA ligase AMP-forming ,acadl_c + coa_c <=> accoa_c + amp_c,1.9797608376889014e-11
AACOAR_syn,Acetoacetyl CoA reductase,aacoa_c + h_c + nadph_c <=> 3hbcoa__R_c + nadp_c,-0.0004820196715720958
AACOAT,Acetoacetyl-CoA:acetate CoA-transferase,acac_c + atp_c + coa_c --> aacoa_c + amp_c + ppi_c,7.53047697545446e-12
AACPS1,Acyl-[acyl-carrier-protein] synthetase (n-C14:0),ACP_c + atp_c + ttdca_c --> amp_c + myrsACP_c + ppi_c,-5.630946395082744e-12
AACPS2,Acyl-[acyl-carrier-protein] synthetase  (n-C14:1),ACP_c + atp_c + ttdcea_c --> amp_c + ppi_c + tdeACP_c,-6.479813578104538e-12
AACPS3,Acyl-[acyl-carrier-protein] synthetase  (n-C16:0),ACP_c + atp_c + hdca_c --> amp_c + palmACP_c + ppi_c,-6.549483124831607e-12
AACPS4,Acyl-[acyl-carrier-protein] synthetase  (n-C16:1),ACP_c + atp_c + hdcea_c --> amp_c + hdeACP_c + ppi_c,-6.212500473531901e-12
AACPS5,Acyl-[acyl-carrier-protein] synthetase  (n-C18:1),ACP_c + atp_c + ocdcea_c --> amp_c + octeACP_c + ppi_c,-6.647785224504046e-12
AACPS6,Acyl-[acyl-carrier-protein] synthetase  (n-C18:0),ACP_c + atp_c + ocdca_c --> amp_c + ocdcaACP_c + ppi_c,-6.066640079294288e-12
AACPS7,Acyl-[acyl-carrier-protein] synthetase  (n-C12:0),ACP_c + atp_c + ddca_c --> amp_c + ddcaACP_c + ppi_c,-6.417407280523945e-12
AACPS8,Acyl-[acyl-carrier-protein] synthetase  (n-C10:0),ACP_c + atp_c + dca_c --> amp_c + dcaACP_c + ppi_c,-5.642132757140112e-12
AACPS9,Acyl-[acyl-carrier-protein] synthetase  (n-C8:0),ACP_c + atp_c + octa_c --> amp_c + ocACP_c + ppi_c,-5.642132826089392e-12
AACT,,accoa_c + akg_c + h2o_c + 2.0 h_c <=> coa_c + hcit_c,-5.874995536716762e-11
AACTOOR,Aminoacetone:oxygen oxidoreductase(deaminating)(flavin-containing),aact_c + h2o_c + o2_c --> h2o2_c + mthgxl_c + nh4_c,-5.069639404879783e-12
AADa,,aad_c + coa_c <=> accoa_c + amp_c,-0.010594866598097472
AADb,,ac_c + atp_c <=> aad_c + ppi_c,-0.010594866598097483
AALDCDLsi,Aminoacetaldehyde CO2 ligase  spontaneous reaction ,2amsa_c + h_c --> aacald_c + co2_c,-7.303787357921237e-12
AALDH,Aryl alcohol dehydrogenase,nadh_c + pacald_c <=> nad_c + pea_c,-6.268171335891867e-12
AASAD3,L-aminoadipate-semialdehyde dehydrogenase (NADH),L2aadp6sa_c + h2o_c + nad_c --> L2aadp_c + 2.0 h_c + nadh_c,5.874990889103142e-11
AATA,2 aminoadipate transaminase,2oxoadp_c + glu__L_c <=> L2aadp_c + akg_c,-5.874990858384388e-11
ABG4t2,,abg4_e + h_e --> abg4_c + h_c,0.0
ABTA,4-aminobutyrate transaminase,4abut_c + akg_c --> glu__L_c + sucsal_c,2.091387871705496e-13
ABTt,L arabinitol transport via passive diffusion,abt_e <=> abt_c,-1.0915078316555728e-18
ABUTD,Aminobutyraldehyde dehydrogenase,4abutn_c + h2o_c + nad_c --> 4abut_c + 2.0 h_c + nadh_c,0.0014848807269196031
ABUTt2pp,4-aminobutyrate transport in via proton symport (periplasm),4abut_p + h_p --> 4abut_c + h_c,-2.1113877997238133e-12
ABUTt2r,4 aminobutyrate reversible transport in via proton symport,4abut_e + h_e --> 4abut_c + h_c,1.2016912325409469e-11
ACACCT,Acetyl-CoA:acetoacetyl-CoA transferase,acac_c + accoa_c --> aacoa_c + ac_c,2.6336805186913916e-11
ACACT1r,Acetyl-CoA C-acetyltransferase,2.0 accoa_c <=> aacoa_c + coa_c,0.012624788105843956
ACACT2r,Acetyl-CoA C-acyltransferase (butanoyl-CoA) (r),accoa_c + btcoa_c <=> 3ohcoa_c + coa_c,2.5940661077528127e-11
ACACT3r,Acetyl-CoA C-acyltransferase (hexanoyl-CoA) (r),accoa_c + hxcoa_c <=> 3oocoa_c + coa_c,1.8955865523084814e-11
ACACT4r,Acetyl-CoA C-acyltransferase (octanoyl-CoA) (r),accoa_c + occoa_c <=> 3odcoa_c + coa_c,1.5828015981211863e-11
ACACT5r,Acetyl-CoA C-acyltransferase (decanoyl-CoA) (r),accoa_c + dcacoa_c <=> 3oddcoa_c + coa_c,1.7106540142752813e-11
ACACT6r,Acetyl-CoA C-acyltransferase (dodecanoyl-CoA) (r),accoa_c + ddcacoa_c <=> 3otdcoa_c + coa_c,4.0251593898255056e-10
ACACT7r,Acetyl-CoA C-acyltransferase (tetradecanoyl-CoA) (r),accoa_c + tdcoa_c <=> 3ohdcoa_c + coa_c,5.516770902949664e-10
ACACT8r,"Acetyl-CoA acyltransferase (hexadecanoyl-CoA), (r)",3ohodcoa_c + coa_c <=> accoa_c + pmtcoa_c,-3.9305425494212676e-10
ACAC_Et,Acetoacetate transport (transport mechanism unknown - evidence from biolog data),acac_e <=> acac_c,-0.012624788054674657
ACACt2pp,Acetoacetate transport via proton symport  (periplasm),acac_p + h_p --> acac_c + h_c,-3.1697429120289633e-12
ACACtex,Acetoacetate transport via diffusion (extracellular to periplasm),acac_e <=> acac_p,-3.1697429122239497e-12
ACALD,Acetaldehyde dehydrogenase (acetylating),acald_c + coa_c + nad_c <=> accoa_c + h_c + nadh_c,-1.1461220834159055e-11
ACALDt,Acetaldehyde reversible transport,acald_e <=> acald_c,-3.1689452183105983e-13
ACCOAC,Acetyl-CoA carboxylase,accoa_c + atp_c + hco3_c --> adp_c + h_c + malcoa_c + pi_c,-6.628969529688392e-12
ACCOAL,Acetate-CoA ligase (ADP-forming),atp_c + coa_c + ppa_c --> adp_c + pi_c + ppcoa_c,0.0008610581524315399
ACGAMK,N-acetylglucosamine kinase,acgam_c + atp_c --> acgam6p_c + adp_c + h_c,3.552127998562732e-12
ACGAMPM,Phosphoacetylglucosamine mutase,acgam6p_c <=> acgam1p_c,1.5838892697406237e-13
ACGApts,N-Acetyl-D-glucosamine transport via PEP:Pyr PTS,acgam_e + pep_c --> acgam6p_c + pyr_c,3.7790002293118115e-12
ACGAptspp,N-Acetyl-D-glucosamine transport via PEP:Pyr PTS  (periplasm),acgam_p + pep_c --> acgam6p_c + pyr_c,3.982853082623584e-12
ACGAtex,N-Acetyl-D-glucosamine transport via diffusion (extracellular to periplasm),acgam_e <=> acgam_p,3.982854372321104e-12
ACGK,Acetylglutamate kinase,acglu_c + atp_c --> acg5p_c + adp_c,-7.034739739043578e-12
ACGS,N-acetylglutamate synthase,accoa_c + glu__L_c --> acglu_c + coa_c + h_c,-5.1889505720860006e-12
ACHBS,2-aceto-2-hydroxybutanoate synthase,2obut_c + h_c + pyr_c --> 2ahbut_c + co2_c,4.93812835276083e-12
ACKr,Acetate kinase,ac_c + atp_c <=> actp_c + adp_c,0.002697905097919641
ACLS,Acetolactate synthase,h_c + 2.0 pyr_c --> alac__S_c + co2_c,-5.688864978249305e-12
ACLS_a,Acetolactate synthase,h_c + pyr_c + thmpp_c --> co2_c + hethmpp_c,-2.3278314995597616e-12
ACLS_d,2-alpha-Hydroxyethylthiamine diphosphate lipoamide ,hethmpp_c + lpam_c <=> adhlam_c + thmpp_c,-1.2870978588486182e-11
ACLSb,Acetolactate synthase (step 2),2ahethmpp_c + pyr_c --> alac__S_c + thmpp_c,1.754782724524514e-11
ACM6PH,N-acetylmuramate 6-phosphate hydrolase,acmum6p_c + h2o_c --> acgam6p_c + lac__D_c,3.5521233561119866e-12
ACMANApts,N-acetyl-D-mannosamine transport via PTS,acmana_e + pep_c --> acmanap_c + pyr_c,0.0
ACNAMt2pp,N-acetylneuraminate proton symport (periplasm),acnam_p + h_p --> acnam_c + h_c,7.926909617118005e-12
ACNAMtex,N-acetylneuraminate transport via diffusion (extracellular to periplasm),acnam_e <=> acnam_p,7.926902931886091e-12
ACNML,N-Acetylneuraminate lyase,acnam_c --> acmana_c + pyr_c,7.926907923237158e-12
ACOAD1,Acyl-CoA dehydrogenase (butanoyl-CoA),b2coa_c + h_c + nadh_c --> btcoa_c + nad_c,2.4055326574376354e-11
ACOAD10f,Acyl CoA dehydrogenase  heptanoyl CoA ,fad_c + 2.0 h_c + hptcoa_c <=> fadh2_c + hp2coa_c,-3.2974992636609912e-18
ACOAD14f,Acyl CoA dehydrogenase  Phenyloctanoyl CoA ,fad_c + 2.0 h_c + poctacoa_c <=> fadh2_c + pocta2coa_c,-1.3827283468334419e-17
ACOAD15f,Acyl CoA dehydrogenase  Phenylheptanoyl CoA ,fad_c + 2.0 h_c + phpcoa_c <=> fadh2_c + php2coa_c,-3.452188655653308e-18
ACOAD16f,Acyl CoA dehydrogenase  Phenylhexanoyl CoA ,fad_c + 2.0 h_c + phxacoa_c <=> fadh2_c + phxa2coa_c,-8.661547160385662e-18
ACOAD17f,Acyl CoA dehydrogenase  Phenylpentanoyl CoA ,fad_c + 2.0 h_c + pptcoa_c <=> fadh2_c + ppt2coa_c,-7.718693610973219e-18
ACOAD18f,Acyl CoA dehydrogenase  Phenylbutyryl CoA ,fad_c + 2.0 h_c + pbcoa_c <=> fadh2_c + pb2coa_c,-4.39408929300009e-18
ACOAD1f,Acyl-CoA dehydrogenase (butanoyl-CoA),btcoa_c + fad_c --> b2coa_c + fadh2_c,0.009480801357485196
ACOAD1fr,Acyl-CoA dehydrogenase (butanoyl-CoA),b2coa_c + fadh2_c --> btcoa_c + fad_c,0.00948080134581079
ACOAD2,Acyl-CoA dehydrogenase (hexanoyl-CoA),h_c + hx2coa_c + nadh_c <=> hxcoa_c + nad_c,-0.017851024177395345
ACOAD20,Acyl CoA dehydrogenase  2 methylbutnoyl CoA ,2.0 2mbcoa_c + o2_c --> 2.0 2mb2coa_c + 2.0 h2o_c,-5.207400784920133e-12
ACOAD22f,Acyl CoA dehydrogenase  vaccenyl CoA ,fad_c + vacccoa_c <=> fadh2_c + vacc2coa_c,-5.360653350566902e-12
